Status,"Kampagnen ID",Kampagne,Kategorie,Unterkategorien,URL,"Exklusiv bei TradeTracker","Tracking URL",CPM,Klick,Lead,iLead,"Sales (EUR)","iSales (EUR)","Sales (%)","iSales (%)","App install","App start",Segment,Registrierungsdatum,Änderungsdatum,"Deep Linking",CleanLinking,"Referenz Tracking",Produkt-Feed,Suchmaschinen-Marketing,"E-Mail Marketing",Cashback,"Gutschein-, Rabatt- und Angebotsseiten",Prepayment,Segmentierung,Cookie-Laufzeit,Startdatum,Enddatum,"Lead Attritbution Modell","Verglichen mit den letzten 30 Tagen","Sales Attribution Modell","Verglichen mit den letzten 30 Tagen"
"Nicht angemeldet",#11623,Schenkeinbaeumchen.de,"Geschenke und Gadgets","Blumen > Pflanzen, Geschenke und Gadgets > Gadgets, Wohnen, Haus und Garten > Haus & Garten, Geschenke und Gadgets > Geschenke",https://www.schenkeinbaeumchen.de/,nein,https://www.schenkeinbaeumchen.de/baum/?tt=11623_0_390329_,-,-,-,-,-,-,"13,65 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,"Nicht gestattet","Nicht gestattet","Nicht gestattet",nein,automatisch,"60 Tage",18.06.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#10509,Sebogo.de,"Reisen und Urlaub","Reisen und Urlaub > Autovermietung, Reisen und Urlaub > Tickets, Reisen und Urlaub > Hotels",https://www.sebogo.de,nein,https://tc.tradetracker.net/?c=10509&m=0&a=390329,-,-,"0,07 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,automatisch,"30 Tage",03.07.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8293,Selectcamp.com,"Reisen und Urlaub",,https://www.selectcamp.com/de,ja,https://tc.tradetracker.net/?c=8293&m=0&a=390329,-,-,-,-,-,-,"6,80 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,automatisch,"30 Tage",06.08.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33498,sexpuppenfabrik.de,Erotik,"Erotik > Erotikprodukte",https://sexpuppenfabrik.de/,nein,https://sexpuppenfabrik.de/shopping-de/?tt=33498_0_390329_,-,-,-,-,-,-,"7,00 %","7,00 %",-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",13.11.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33960,"Sieger Strategie","Persönliche Internetdienstleistungen","Persönliche Internetdienstleistungen > Verkaufsangebote",https://www.sieger-strategie.me,ja,https://dawb.sieger-strategie.me/Webinar/?tt=33960_0_390329_,-,-,-,-,"105,00 €",-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,"Nicht gestattet","Nicht gestattet",nein,manuell,"100 Tage",11.02.21,,Linear,-,Linear,-
"Nicht angemeldet",#31452,SimplySupplements,"Gesundheit und Schönheit","Gesundheit und Schönheit > Vitamine, Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Gesundheit und Schönheit > Nahrungsergänzungsmittel",https://www.simplysupplements.de/,ja,https://tc.tradetracker.net/?c=31452&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",29.10.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2665,Slagharen.com,"Reisen und Urlaub","Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Ferienparks",https://www.slagharen.com/de,nein,https://www.slagharen.com/familieplezier/?tt=2665_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Eingeschränkt,"Nicht gestattet",nein,manuell,"30 Tage",18.06.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32665,Smmash,"Sport und Freizeit",,https://smmash.de/,nein,https://smmash.de/lebensstil/?tt=32665_0_390329_,-,-,-,-,-,-,"6,30 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",22.05.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28587,"Snack Tester Gewinnspiel ","Gratis und Gewinnspiele","Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Essen und Trinken > Organische Produkte",https://www.promoba.de/?c=10175&d=6&k=mgt,nein,https://tc.tradetracker.net/?c=28587&m=0&a=390329,-,-,"2,00 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"100 Tage",28.06.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32278,Songmics,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Wohnungseinrichtung",https://www.songmics.de,ja,https://www.songmics.de/moebel/?tt=32278_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,"Nicht gestattet",Erlaubt,Erlaubt,nein,automatisch,"100 Tage",23.03.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32438,Sonnenbrillen.com,"Mode und Accessoires","Gesundheit und Schönheit > Brillen, Mode und Accessoires > Sonnenbrillen, Mode und Accessoires > Accessoires",https://www.sonnenbrillen.com/,ja,https://www.sonnenbrillen.com/ihre-brille/?tt=32438_0_390329_,-,-,-,-,-,-,"4,90 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Eingeschränkt,nein,manuell,"30 Tage",23.04.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32711,"Son of a Tailor DE",Warenhäuser,"Mode und Accessoires > Jugend, Mode und Accessoires > Accessoires, Mode und Accessoires > Senioren, Mode und Accessoires > Herren, Mode und Accessoires > Sportkleidung",https://www.sonofatailor.com/,ja,https://tc.tradetracker.net/?c=32711&m=0&a=390329,-,-,-,-,-,-,"12,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",21.09.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33899,Sparneuwagen,"Autos, Motorräder und Zubehör","Autos, Motorräder und Zubehör > Autoverkäufe",https://www.sparneuwagen.de/,ja,https://www.sparneuwagen.de/fahrzeuge/?tt=33899_0_390329_,-,-,"0,08 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",01.02.21,,Klassisch,-,Klassisch,-
Abgelehnt,#32979,spiru.com,"Angebot des Tages und Gruppen-Deals",,https://spiru.de/,ja,https://spiru.de/model/?tt=32979_0_390329_,-,-,-,-,-,-,"3,50 %",-,-,-,Allgemein,01.01.21,06.01.21,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",26.08.20,,Klassisch,-,Linear,-
"Nicht angemeldet",#21535,Sportlädchen,"Sport und Freizeit","Sport und Freizeit > Kleidung und Schuhe, Mode und Accessoires > Badekleidung, Mode und Accessoires > Sportkleidung, Mode und Accessoires > Herren, Mode und Accessoires > Jugend, Sport und Freizeit > Fitness, Mode und Accessoires > Accessoires, Mode und Accessoires > Damen, Sport und Freizeit > Radfahren, Sport und Freizeit > Outdoor, Sport und Freizeit > Sportausstattung, Sport und Freizeit > Lauf- und Cross-Training",https://www.sportlaedchen.de,nein,https://tc.tradetracker.net/?c=21535&m=0&a=390329,-,-,-,-,-,-,"4,20 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",10.12.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33624,Steinwood.de,"Hobby und Freizeit","Sport und Freizeit > Outdoor, Hobby und Freizeit > Outdoor, Sport und Freizeit > Lauf- und Cross-Training, Mode und Accessoires > Accessoires, Mode und Accessoires > Sportkleidung, Reisen und Urlaub > Abenteuerreisen",https://www.steinwood.de,ja,https://wandern.steinwood.de/?tt=33624_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",26.11.20,,Benutzerdefiniert,-,Benutzerdefiniert,-
"Nicht angemeldet",#25784,STICKABUSH,"Mode und Accessoires","Mode und Accessoires > Damen, Mode und Accessoires > Accessoires, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Jugend, Mode und Accessoires > Herren",https://www.stickabush.com,nein,https://www.stickabush.com/sportschuhe/?tt=25784_0_390329_,-,-,-,-,-,-,"6,50 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",17.08.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31325,Stoov,"Wohnen, Haus und Garten",,https://www.stoov.com/de,nein,https://tc.tradetracker.net/?c=31325&m=0&a=390329,-,-,-,-,-,-,"5,60 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",28.10.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30531,"Succes Holidayparcs","Reisen und Urlaub",,https://www.succesholidayparcs.de,nein,https://tc.tradetracker.net/?c=30531&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"60 Tage",15.05.19,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#18727,Suez-containerdienst.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Haustechnik, Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Garten, Wohnen, Haus und Garten > Terrasse",https://www.suez-containerdienst.de,nein,https://www.suez-containerdienst.de/container/?tt=18727_0_390329_,-,-,-,-,-,-,"5,00 %","5,00 %",-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",16.04.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16764,Summumwoman.com,"Mode und Accessoires","Mode und Accessoires > Damen, Mode und Accessoires > Herren",https://www.summumwoman.com,nein,https://www.summumwoman.com/fashion/?tt=16764_0_390329_,-,-,-,-,-,-,"4,20 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",25.11.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#7418,Suncamp.de,"Reisen und Urlaub","Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Camping-Reisen, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Sommerurlaub",https://www.suncamp.de,ja,https://www.suncamp.de/tradetracker/?tt=7418_0_390329_,-,-,"2,00 €",-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,automatisch,"30 Tage",24.05.12,,Klassisch,-,Klassisch,-
Akzeptiert,#32396,Surprose.de,Blumen,,https://www.surprose.de,ja,https://www.surprose.de/ttsurpriserosen/?tt=32396_0_390329_,-,-,-,-,-,-,"12,60 %",-,-,-,Allgemein,01.01.21,,ja,nein,ja,ja,"Nicht gestattet",Erlaubt,Erlaubt,"Nicht gestattet",nein,manuell,"100 Tage",23.04.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#17430,Swords-and-more.com,Warenhäuser,"Wohnen, Haus und Garten > Wohnungseinrichtung, Sport und Freizeit > Sportausstattung",https://www.swords-and-more.com,nein,https://www.swords-and-more.com/swords/?tt=17430_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",30.10.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28876,Tadaaz.de,"Geschenke und Gadgets","Geschenke und Gadgets > Glückwunschkarten, Geschenke und Gadgets > Geschenke, Geschenke und Gadgets > Gadgets, Kunst und Lifestyle > Fotoprodukte",https://tadaaz.de/de,nein,https://tc.tradetracker.net/?c=28876&m=0&a=390329,-,-,"5,95 €",-,-,-,"9,80 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet","Nicht gestattet",Erlaubt,Erlaubt,nein,manuell,"30 Tage",20.09.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8292,Tallinksilja.com,"Reisen und Urlaub","Reisen und Urlaub > Kreuzfahrten, Reisen und Urlaub > Tickets, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Städtereisen",https://booking.tallink.com/?locale=de,nein,https://booking.tallink.com/booking/index.jsp?tt=8292_0_390329_,-,-,-,-,-,-,"5,60 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",18.08.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8628,TEILeHABER.de,"Autos, Motorräder und Zubehör","Autos, Motorräder und Zubehör > Soundsystem, Autos, Motorräder und Zubehör > Zubehör und Teile, Autos, Motorräder und Zubehör > Navigationssystem, Autos, Motorräder und Zubehör > Werkzeuge",https://www.teilehaber.de/,nein,https://www.teilehaber.de/auto/?tt=8628_0_390329_,-,-,-,-,-,-,"3,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,ja,manuell,"60 Tage",07.09.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#21532,"Tenstickers.de- Wandtattoos ","Kunst und Lifestyle","Wohnen, Haus und Garten > Wohnungseinrichtung, Kunst und Lifestyle > Kunst, Kunst und Lifestyle > Lifestyle, Wohnen, Haus und Garten > Haus & Garten, Kunst und Lifestyle > Poster und Bilder",https://www.tenstickers.de/,nein,https://www.tenstickers.de/wandtattoo/?tt=21532_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,nein,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,ja,automatisch,"30 Tage",14.01.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31178,testalize.me,Sonstiges,,https://testalize.me/de,nein,https://tc.tradetracker.net/?c=31178&m=0&a=390329,-,-,-,-,-,-,"22,75 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,"Nicht gestattet",nein,automatisch,"30 Tage",18.12.19,,Klassisch,-,Klassisch,-
Akzeptiert,#4373,Texel.net,"Reisen und Urlaub","Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Hotels, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Kinderreisen, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Camping-Reisen",https://www.texel.net/de,ja,https://www.texel.net/aff/?tt=4373_0_390329_,-,-,-,-,-,-,"2,00 %",-,-,-,Allgemein,01.01.21,10.01.21,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,automatisch,"100 Tage",20.01.11,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31629,"THB Hotels","Reisen und Urlaub",,https://www.thbhotels.com/public/de,nein,https://tc.tradetracker.net/?c=31629&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",06.11.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#19175,TheOrientalShop,"Wohnen, Haus und Garten","Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Essen und Trinken > Alkohol, Gesundheit und Schönheit > Gesundheitsvorsorge",https://www.theorientalshop.de,nein,https://tc.tradetracker.net/?c=19175&m=0&a=390329,-,-,-,-,-,-,"7,00 %","7,00 %",-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",21.09.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#17687,Timarco.com/de,"Mode und Accessoires","Mode und Accessoires > Dessous, Mode und Accessoires > Sportkleidung, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Badekleidung",https://www.timarco.com/de,nein,https://www.timarco.com/mode/index.aspx?tt=17687_0_390329_,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",15.01.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16563,"Tiroler Kräuterhof Naturkosmetik","Gesundheit und Schönheit","Gesundheit und Schönheit > Kosmetik & Hautpflege",https://www.tiroler-kraeuterhof-naturkosmetik.com,nein,https://www.tiroler-kraeuterhof-naturkosmetik.com/kosmetik/?tt=16563_0_390329_,-,-,-,-,"2,00 €",-,"12,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",12.01.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#20471,Tkv24.de,Finanzprodukte,"Persönliche Internetdienstleistungen > Verkaufsangebote, Tiere > Pferde, Finanzprodukte > Lebensversicherung, Hobby und Freizeit > Outdoor, Tiere > Katzen und Hunde",https://www.tkv24.de/,nein,https://www.tkv24.de/versicherung/?tt=20471_0_390329_,-,-,-,-,"28,00 €","28,00 €","3,50 %","3,50 %",-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",28.09.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#22378,TomTop.com,Warenhäuser,,https://www.tomtop.com,nein,https://tc.tradetracker.net/?c=22378&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",29.02.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30260,Topparken.de,"Reisen und Urlaub",,https://www.topparken.de,nein,https://tc.tradetracker.net/?c=30260&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"60 Tage",01.04.19,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#19527,Topvitamine.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Vitamine",https://www.topvitamine.de/,nein,https://www.topvitamine.de/gesund/?tt=19527_0_390329_,-,-,-,-,-,-,"10,01 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"120 Tage",15.05.15,,Klassisch,-,Klassisch,-
Akzeptiert,#1139,TradeTracker.de,Gewerbe,"Arbeit, Weiterbildung und Karriere > Bildung",https://www.tradetracker.com/de,nein,https://tc.tradetracker.net/?c=1139&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,Allgemein,07.11.20,,ja,nein,ja,nein,"Nicht gestattet","Nicht gestattet","Nicht gestattet","Nicht gestattet",nein,automatisch,"40 Tage",23.05.08,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32087,"Transavia DE","Reisen und Urlaub",,https://www.transavia.com,nein,https://tc.tradetracker.net/?c=32087&m=0&a=390329,-,-,-,-,"2,50 €",-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"14 Tage",07.02.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#29506,Travelex.de,Finanzprodukte,"Finanzprodukte > Sparvermögen, Finanzprodukte > Geldtransfers",https://www.travelex.de,nein,https://tc.tradetracker.net/?c=29506&m=0&a=390329,-,-,-,-,-,-,"0,80 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",18.12.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#21272,TrendRaider.de,"Geschenke und Gadgets","Kunst und Lifestyle > Lifestyle, Geschenke und Gadgets > Geschenke, Geschenke und Gadgets > Saisonal, Essen und Trinken > Lieferservice, Mode und Accessoires > Accessoires, Elektronik > Haushaltswaren, Gesundheit und Schönheit > Kosmetik & Hautpflege, Bücher, Zeitungen und Magazine > Abos, Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Geschenke und Gadgets > Gadgets",https://trendraider.de/,nein,https://trendraider.de/box/?tt=21272_0_390329_,-,-,-,-,-,-,"7,00 %","6,00 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",09.12.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#27505,Trilabshop.de,"Gesundheit und Schönheit",,https://www.trilabshop.de/,ja,https://www.trilabshop.de/haare/?tt=27505_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"45 Tage",27.08.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#12189,Trivago.de,"Reisen und Urlaub","Reisen und Urlaub > Hotels, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Fernreisen, Reisen und Urlaub > Ferienwohnungen",https://www.trivago.de,nein,https://tc.tradetracker.net/?c=12189&m=0&a=390329,-,-,-,-,-,-,"100,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"1 Tag",14.08.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#22097,Tuersystem-shop.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Wohnungseinrichtung, Wohnen, Haus und Garten > Haus & Garten",https://www.tuersystem-shop.de/,nein,https://www.tuersystem-shop.de/schiene/?tt=22097_0_390329_,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,"Nicht gestattet",Erlaubt,Erlaubt,nein,manuell,"30 Tage",14.04.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30425,tuskendemarren.de,"Reisen und Urlaub",,https://www.tuskendemarren.de,nein,https://tc.tradetracker.net/?c=30425&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"60 Tage",24.04.19,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#10878,Uhrenarmbandwelt.com,"Mode und Accessoires","Geschenke und Gadgets > Geschenke, Mode und Accessoires > Schmuck und Uhren, Mode und Accessoires > Accessoires",https://www.uhrenarmbandwelt.com,nein,https://tc.tradetracker.net/?c=10878&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",03.05.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31950,umschlaege.com,"Geschenke und Gadgets",,https://www.umschlaege.com/,nein,https://tc.tradetracker.net/?c=31950&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",13.12.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#21393,"Unisport DE","Sport und Freizeit","Mode und Accessoires > Damen, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Herren, Mode und Accessoires > Jugend, Mode und Accessoires > Sportkleidung",https://www.unisportstore.de/,ja,https://tc.tradetracker.net/?c=21393&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet","Nicht gestattet","Nicht gestattet","Nicht gestattet",nein,automatisch,"3 Tage",26.01.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8291,Vacanceselect.de,"Reisen und Urlaub",,https://www.vacanceselect.com/de,nein,https://www.vacanceselect.com/de/Partners/TradeTracker/?tt=8291_0_390329_,-,-,-,-,-,-,"6,38 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,automatisch,"30 Tage",18.01.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14911,Verpackungsteam,Büro,"Wohnen, Haus und Garten > Grillen, Büro > Büromaterial, Wohnen, Haus und Garten > Garten, Essen und Trinken > Catering, Essen und Trinken > Lieferservice, Geschenke und Gadgets > Geschenke",https://verpackungsteam.de/,nein,https://tc.tradetracker.net/?c=14911&m=0&a=390329,-,-,-,-,-,-,"4,00 %","4,00 %",-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",26.08.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#23814,Viata-shop.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Kosmetik & Hautpflege, Gesundheit und Schönheit > Vitamine, Gesundheit und Schönheit > Eigenversuch, Gesundheit und Schönheit > Diät, Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Arzneimittel, Gesundheit und Schönheit > Gesundheitsvorsorge",https://www.viata-shop.de/,ja,https://www.viata-shop.de/online-apotheke/?tt=23814_0_390329_,-,-,-,-,-,-,"7,70 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",28.09.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#11866,Victoriamilan.de,Dating,"Erotik > Adult Dating",https://www.victoriamilan.de/,nein,https://tc.tradetracker.net/?c=11866&m=0&a=390329,-,-,-,-,"60,00 €",-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",10.07.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28428,"Vida XL",Warenhäuser,,https://www.vidaXL.de,nein,https://tc.tradetracker.net/?c=28428&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",17.01.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30075,vindiqoffice.com,Büro,,https://www.vindiqoffice.com,ja,https://www.vindiqoffice.com/tradetracker/redirectpage.aspx?tt=30075_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",05.04.19,,Klassisch,-,Linear,-
